Symbol,Year,Month,Avg_Close,Month_High,Month_Low,Avg_Volume,Avg_Return,Avg_Volatility,Avg_RSI,Trading_Days
RELIANCE,2020,6,737.11,814.77,666.53,39168014.0,0.71,17.58,70.32,22
RELIANCE,2020,7,879.49,997.0,771.34,58084413.0,0.88,24.96,71.78,23
RELIANCE,2020,8,957.1,995.73,906.98,39545593.0,0.05,13.04,53.85,21
RELIANCE,2020,9,1004.07,1074.34,926.93,37305435.0,0.34,21.0,60.3,22
RELIANCE,2020,10,980.25,1046.97,902.78,26809819.0,-0.39,16.3,37.23,21
RELIANCE,2020,11,891.77,949.94,832.09,46828332.0,-0.27,24.22,40.28,20
RELIANCE,2020,12,897.04,924.09,841.23,22926165.0,0.14,9.98,50.86,22
RELIANCE,2021,1,887.67,961.27,829.78,32508208.0,-0.35,18.77,47.31,20
RELIANCE,2021,2,911.97,975.78,837.94,26124242.0,0.64,18.4,59.53,20
RELIANCE,2021,3,950.86,1012.01,894.94,20031280.0,-0.18,19.3,50.4,21
RELIANCE,2021,4,889.31,928.13,850.95,17219988.0,-0.01,13.34,38.0,19
RELIANCE,2021,5,894.43,993.79,864.24,18718724.0,0.42,13.28,55.34,20
RELIANCE,2021,6,994.43,1035.11,946.88,22889003.0,-0.08,19.89,65.84,22
RELIANCE,2021,7,951.57,979.89,917.42,10257938.0,-0.17,10.04,38.18,21
RELIANCE,2021,8,979.78,1039.13,928.75,13432383.0,0.5,12.59,61.72,21
RELIANCE,2021,9,1103.56,1169.38,1026.05,15666497.0,0.53,20.62,75.12,21
RELIANCE,2021,10,1197.21,1251.9,1135.25,11688738.0,0.05,18.37,68.07,20
RELIANCE,2021,11,1129.08,1184.03,1050.62,16061807.0,-0.24,23.1,34.93,20
RELIANCE,2021,12,1086.78,1136.85,1022.46,12452861.0,-0.06,18.12,44.29,23
RELIANCE,2022,1,1115.59,1168.15,1048.8,13728147.0,0.05,20.19,59.38,20
RELIANCE,2022,2,1077.47,1117.69,1020.59,12555097.0,-0.04,15.75,41.62,20
RELIANCE,2022,3,1119.22,1223.07,991.93,14964173.0,0.55,27.51,59.13,21
RELIANCE,2022,4,1216.06,1299.58,1147.45,15533902.0,0.32,21.57,62.57,19
RELIANCE,2022,5,1167.81,1276.54,1078.38,19225981.0,-0.25,31.8,43.05,21
RELIANCE,2022,6,1194.32,1281.93,1112.5,15986399.0,-0.05,25.07,51.09,22
RELIANCE,2022,7,1106.05,1179.39,1076.1,20328335.0,-0.14,19.95,43.81,21
RELIANCE,2022,8,1189.7,1218.85,1140.99,11760154.0,0.27,17.18,67.02,20
RELIANCE,2022,9,1143.56,1200.45,1054.96,11706102.0,-0.46,18.14,36.7,22
RELIANCE,2022,10,1112.51,1169.07,1069.62,10777008.0,0.38,16.52,49.06,19
RELIANCE,2022,11,1188.51,1253.29,1142.15,10773853.0,0.34,15.66,66.3,21
RELIANCE,2022,12,1189.25,1257.65,1137.7,8993065.0,-0.31,15.67,44.54,22
RELIANCE,2023,1,1128.53,1189.63,1050.4,13601407.0,-0.37,14.77,36.84,21
RELIANCE,2023,2,1080.31,1124.72,1046.75,15285574.0,-0.06,13.73,42.59,20
RELIANCE,2023,3,1044.72,1106.82,995.16,16573033.0,0.03,17.69,38.87,21
RELIANCE,2023,4,1074.4,1106.98,1053.85,12343397.0,0.22,10.41,66.09,17
RELIANCE,2023,5,1125.24,1158.45,1101.55,9934956.0,0.1,11.43,64.75,22
RELIANCE,2023,6,1148.56,1179.59,1118.87,10653505.0,0.16,11.52,59.72,21
RELIANCE,2023,7,1243.36,1303.75,1166.51,19821658.0,0.39,23.96,68.26,21
RELIANCE,2023,8,1239.84,1277.4,1191.13,13567049.0,-0.24,13.1,45.99,22
RELIANCE,2023,9,1193.69,1232.38,1153.96,15851692.0,-0.13,11.61,33.9,20
RELIANCE,2023,10,1145.45,1174.8,1101.99,10283668.0,-0.12,11.62,36.24,20
RELIANCE,2023,11,1167.04,1197.11,1129.24,10285748.0,0.19,10.04,60.18,20
RELIANCE,2023,12,1240.63,1297.4,1180.07,12773132.0,0.42,13.69,74.83,20
RELIANCE,2024,1,1338.09,1449.25,1275.04,12317845.0,0.49,21.08,69.15,21
RELIANCE,2024,2,1451.72,1488.93,1407.63,11371932.0,0.12,16.24,63.22,21
RELIANCE,2024,3,1452.6,1501.34,1402.52,12526594.0,0.11,20.0,46.89,18
RELIANCE,2024,4,1457.3,1483.02,1430.91,10974860.0,-0.06,11.58,51.7,20
RELIANCE,2024,5,1423.9,1481.26,1373.83,11437852.0,-0.11,18.61,44.95,21
RELIANCE,2024,6,1459.58,1569.38,1349.31,16792090.0,0.51,25.32,55.59,19
RELIANCE,2024,7,1539.19,1596.98,1452.25,10458644.0,-0.17,25.53,57.42,22
RELIANCE,2024,8,1476.9,1533.6,1422.72,12360454.0,0.04,15.58,45.99,21
RELIANCE,2024,9,1478.18,1527.37,1440.12,14176900.0,-0.1,13.67,48.92,21
RELIANCE,2024,10,1358.19,1482.03,1315.05,18217020.0,-0.46,21.57,30.64,22
RELIANCE,2024,11,1276.86,1336.61,1212.41,14731617.0,-0.15,19.7,34.62,19
RELIANCE,2024,12,1255.95,1324.66,1196.72,13740924.0,-0.29,16.64,42.89,21
RELIANCE,2025,1,1247.99,1320.73,1206.78,12421359.0,0.18,17.89,53.08,23
RELIANCE,2025,2,1231.34,1285.37,1188.55,10333198.0,-0.26,15.02,39.69,20
RELIANCE,2025,3,1239.42,1302.5,1151.4,13802727.0,0.33,21.28,55.49,19
RELIANCE,2025,4,1264.71,1406.78,1110.42,15566098.0,0.53,32.17,52.49,19
RELIANCE,2025,5,1417.61,1455.59,1369.03,11098063.0,0.06,21.69,68.49,21
RELIANCE,2025,6,1442.77,1518.73,1390.05,10503949.0,0.26,13.17,56.67,21
RELIANCE,2025,7,1462.66,1544.83,1376.7,10728680.0,-0.33,20.62,44.74,23
RELIANCE,2025,8,1389.98,1431.9,1350.0,9955835.0,-0.1,14.54,43.06,19
RELIANCE,2025,9,1383.1,1422.0,1340.6,9705384.0,0.02,13.08,51.61,22
RELIANCE,2025,10,1421.01,1508.3,1356.9,11859988.0,0.42,17.29,57.84,21
RELIANCE,2025,11,1520.24,1581.3,1470.1,10588721.0,0.28,12.89,70.54,19
RELIANCE,2025,12,1550.45,1580.9,1517.6,8344592.0,0.01,11.37,55.68,22
RELIANCE,2026,1,1456.17,1611.8,1368.0,13288727.0,-0.55,26.17,30.93,21
RELIANCE,2026,2,1431.11,1489.5,1335.5,10825954.0,0.0,17.71,51.44,20
RELIANCE,2026,3,1374.3,1424.3,1307.0,25373308.0,0.22,27.43,35.35,4
SBIN,2020,1,297.15,313.59,282.03,34912327.0,-0.21,5.43,40.03,22
SBIN,2020,2,293.83,306.25,272.52,43802671.0,-0.23,5.74,50.89,19
SBIN,2020,3,209.55,287.89,160.14,88615645.0,-1.85,15.68,24.6,21
SBIN,2020,4,171.47,182.7,161.48,62953172.0,-0.13,4.7,44.85,18
SBIN,2020,5,150.18,169.32,137.9,65629057.0,-0.83,5.55,31.93,19
SBIN,2020,6,166.44,182.24,150.73,83430917.0,0.51,6.03,62.5,22
SBIN,2020,7,175.25,186.85,164.8,66826450.0,0.33,3.94,56.12,23
SBIN,2020,8,184.44,213.66,174.9,69321666.0,0.51,3.86,60.49,21
SBIN,2020,9,181.13,202.07,161.94,49993365.0,-0.58,5.01,41.75,22
SBIN,2020,10,180.63,191.28,171.53,44117275.0,0.12,3.79,55.56,21
SBIN,2020,11,212.54,233.45,175.36,77076733.0,1.32,7.26,71.1,20
SBIN,2020,12,246.16,258.27,225.24,44776379.0,0.56,5.72,67.49,22
SBIN,2021,1,267.08,286.87,248.67,38897384.0,0.15,6.38,64.23,20
SBIN,2021,2,356.17,394.65,260.9,76617382.0,1.71,16.64,76.12,20
SBIN,2021,3,348.23,377.3,318.52,40444698.0,-0.31,6.29,37.93,21
SBIN,2021,4,320.61,343.16,296.47,48898244.0,-0.12,7.91,39.78,19
SBIN,2021,5,353.9,400.14,315.02,64766027.0,0.93,8.45,74.93,20
SBIN,2021,6,396.52,411.56,372.96,29560697.0,-0.01,5.51,61.29,22
SBIN,2021,7,398.63,413.84,388.46,17383523.0,0.15,4.11,53.34,21
SBIN,2021,8,396.89,435.31,373.66,29492194.0,-0.05,6.93,45.54,21
SBIN,2021,9,410.3,439.45,395.87,19464930.0,0.31,6.63,64.29,21
SBIN,2021,10,452.15,490.62,413.28,22699016.0,0.53,8.05,69.75,20
SBIN,2021,11,468.23,505.01,423.06,24113582.0,-0.42,8.89,49.11,20
SBIN,2021,12,437.6,466.04,412.54,14224256.0,0.02,8.99,40.51,23
SBIN,2022,1,471.18,503.71,428.46,18962453.0,0.8,9.1,70.9,20
SBIN,2022,2,481.05,511.25,435.82,23016000.0,-0.51,9.84,49.27,20
SBIN,2022,3,446.71,468.88,395.78,22421356.0,0.12,10.65,47.2,21
SBIN,2022,4,473.91,486.11,456.35,14459696.0,0.04,5.53,61.18,19
SBIN,2022,5,436.96,462.31,408.67,17530206.0,-0.19,8.66,36.43,21
SBIN,2022,6,431.91,449.76,407.34,11748371.0,-0.01,6.4,47.53,22
SBIN,2022,7,469.7,508.35,435.57,10978487.0,0.61,7.75,77.02,21
SBIN,2022,8,497.53,516.77,480.69,14487014.0,0.04,6.81,57.66,20
SBIN,2022,9,519.61,547.13,488.16,12985725.0,0.0,9.6,62.34,22
SBIN,2022,10,518.16,554.41,490.38,11199390.0,0.43,9.17,49.58,19
SBIN,2022,11,567.57,588.93,537.2,13772030.0,0.24,7.25,66.03,21
SBIN,2022,12,573.78,595.41,539.75,10730098.0,0.09,6.94,52.68,22
SBIN,2023,1,558.21,585.62,496.72,12725455.0,-0.48,8.16,41.93,21
SBIN,2023,2,505.75,534.36,472.27,18235574.0,-0.27,9.37,34.64,20
SBIN,2023,3,501.3,537.1,474.35,16431252.0,0.02,10.64,45.39,21
SBIN,2023,4,514.1,548.97,490.9,22900399.0,0.59,7.05,66.5,17
SBIN,2023,5,549.18,564.06,532.7,19133667.0,0.11,5.47,65.4,22
SBIN,2023,6,553.43,572.66,533.94,13359962.0,-0.06,4.91,47.73,21
SBIN,2023,7,578.81,599.6,553.32,16464000.0,0.38,7.21,69.25,21
SBIN,2023,8,554.31,598.59,534.14,21023159.0,-0.45,7.64,36.68,22
SBIN,2023,9,567.97,586.59,541.95,15398607.0,0.33,5.97,62.0,20
SBIN,2023,10,554.87,583.21,523.72,12920093.0,-0.28,6.7,37.83,20
SBIN,2023,11,550.77,566.92,535.25,13332854.0,0.0,6.17,50.36,20
SBIN,2023,12,603.96,636.72,546.24,17861586.0,0.65,11.71,76.79,20
SBIN,2024,1,607.06,628.38,579.12,17231605.0,0.0,7.69,44.53,21
SBIN,2024,2,697.26,749.62,610.55,25555549.0,0.76,17.53,73.74,21
SBIN,2024,3,726.24,764.95,693.99,19952293.0,0.04,13.03,48.82,18
SBIN,2024,4,746.3,804.92,705.8,15551988.0,0.48,12.39,58.86,20
SBIN,2024,5,797.08,824.69,764.76,19295342.0,0.11,10.09,63.51,21
SBIN,2024,6,820.26,894.05,717.54,30171660.0,0.2,19.72,56.61,19
SBIN,2024,7,844.65,881.3,806.95,16015686.0,0.13,11.58,57.52,22
SBIN,2024,8,800.21,864.05,779.4,13430587.0,-0.31,12.1,37.67,21
SBIN,2024,9,779.46,809.69,750.33,16280884.0,-0.15,9.68,43.7,21
SBIN,2024,10,784.88,818.42,750.33,13867296.0,0.2,10.93,54.2,22
SBIN,2024,11,812.88,846.5,746.56,14957318.0,0.14,18.28,54.15,19
SBIN,2024,12,821.81,858.22,769.55,9970862.0,-0.25,10.68,50.13,21
SBIN,2025,1,748.32,793.57,708.28,11045190.0,-0.11,12.33,33.57,23
SBIN,2025,2,718.82,766.61,669.16,12778195.0,-0.57,9.2,36.17,20
SBIN,2025,3,726.04,770.53,666.61,8712309.0,0.61,12.61,58.71,19
SBIN,2025,4,769.89,819.05,715.63,13279143.0,0.13,13.96,61.26,19
SBIN,2025,5,784.35,814.5,740.63,13062167.0,0.24,9.49,57.26,21
SBIN,2025,6,803.14,824.5,781.7,12611269.0,0.05,7.37,54.63,21
SBIN,2025,7,812.4,842.5,792.55,9486482.0,-0.13,7.46,55.91,23
SBIN,2025,8,813.42,838.0,786.55,7856693.0,0.04,7.03,54.4,19
SBIN,2025,9,836.58,880.5,802.65,8848593.0,0.38,8.54,61.21,22
SBIN,2025,10,894.7,946.7,857.25,10064967.0,0.34,9.81,68.34,21
SBIN,2025,11,967.37,999.0,937.5,10392274.0,0.23,8.31,75.52,19
SBIN,2025,12,967.15,991.2,944.45,8316837.0,0.02,7.52,50.75,22
SBIN,2026,1,1028.46,1082.5,980.35,8938357.0,0.45,12.17,71.8,21
SBIN,2026,2,1164.48,1234.7,990.0,16526831.0,0.57,24.76,73.06,20
SBIN,2026,3,1169.23,1197.3,1138.0,18139973.0,-1.24,18.59,46.28,4
TCS,2020,1,1886.62,1945.66,1787.52,2818910.0,-0.17,19.81,55.5,22
TCS,2020,2,1850.93,1924.19,1717.11,2490822.0,-0.19,26.41,47.32,19
TCS,2020,3,1592.83,1853.22,1299.52,5506520.0,-0.31,73.73,32.11,21
TCS,2020,4,1557.98,1766.16,1434.13,4939970.0,0.62,45.38,54.14,18
TCS,2020,5,1691.04,1766.16,1621.18,3439244.0,-0.09,32.68,59.88,19
TCS,2020,6,1793.24,1858.52,1721.92,3363279.0,0.27,23.26,57.13,22
TCS,2020,7,1935.04,2060.14,1812.76,4625201.0,0.42,36.83,62.5,23
TCS,2020,8,1974.23,2033.93,1936.47,3121940.0,-0.05,15.11,49.76,21
TCS,2020,9,2097.71,2232.26,1958.18,5291174.0,0.47,39.14,68.5,22
TCS,2020,10,2378.06,2520.57,2177.48,6124633.0,0.36,56.94,61.46,21
TCS,2020,11,2346.38,2407.61,2281.3,3256794.0,0.04,26.92,47.99,20
TCS,2020,12,2474.38,2590.11,2302.71,2856007.0,0.31,28.09,64.94,22
TCS,2021,1,2788.25,2935.94,2526.06,4234270.0,0.44,51.57,72.76,20
TCS,2021,2,2730.31,2853.31,2531.74,3273242.0,-0.35,43.43,38.97,20
TCS,2021,3,2698.83,2817.44,2550.91,3420923.0,0.45,37.0,52.93,21
TCS,2021,4,2793.93,2948.73,2654.81,3227819.0,-0.23,48.61,54.1,19
TCS,2021,5,2730.8,2842.49,2640.75,2176946.0,0.23,31.68,47.22,20
TCS,2021,6,2878.35,3003.17,2751.72,2049056.0,0.27,28.8,71.33,22
TCS,2021,7,2853.0,2980.51,2773.13,2111900.0,-0.25,22.22,36.17,21
TCS,2021,8,3082.69,3367.79,2803.76,2698955.0,0.86,50.59,82.18,21
TCS,2021,9,3394.38,3525.06,3281.82,2407886.0,-0.01,43.23,64.5,21
TCS,2021,10,3225.26,3532.28,3003.35,3562595.0,-0.5,61.71,34.87,20
TCS,2021,11,3098.56,3171.53,3021.53,2163394.0,0.19,28.38,44.3,20
TCS,2021,12,3220.83,3335.13,3113.52,1944542.0,0.26,37.33,61.14,23
TCS,2022,1,3414.98,3586.16,3221.13,3316602.0,0.02,58.06,65.45,20
TCS,2022,2,3302.5,3449.84,3013.2,3348380.0,-0.23,61.4,41.68,20
TCS,2022,3,3236.9,3358.32,3049.15,2407593.0,0.25,39.57,52.37,21
TCS,2022,4,3231.71,3408.17,3055.9,2278701.0,-0.27,47.54,45.08,19
TCS,2022,5,3005.68,3152.57,2821.45,2434490.0,-0.2,46.41,34.04,21
TCS,2022,6,2944.29,3110.61,2704.98,2304060.0,-0.12,63.36,45.49,22
TCS,2022,7,2836.79,2981.53,2648.57,2849886.0,0.08,54.86,45.03,21
TCS,2022,8,2979.63,3075.23,2763.38,1717139.0,-0.13,43.32,64.93,20
TCS,2022,9,2767.14,2932.71,2624.44,2451673.0,-0.29,42.07,31.88,22
TCS,2022,10,2800.55,2876.64,2667.41,1924174.0,0.34,26.19,59.3,19
TCS,2022,11,2974.86,3083.46,2847.1,1690674.0,0.29,36.22,70.62,21
TCS,2022,12,2974.68,3129.32,2844.85,1471354.0,-0.18,34.97,45.32,22
TCS,2023,1,3049.91,3180.63,2877.54,1901042.0,0.26,35.54,62.89,21
TCS,2023,2,3184.05,3287.82,3034.82,1567150.0,-0.06,37.08,57.46,20
TCS,2023,3,2966.94,3131.43,2846.42,1904534.0,-0.15,38.3,27.38,21
TCS,2023,4,2929.41,3010.03,2823.62,2577897.0,0.03,39.63,51.85,17
TCS,2023,5,3002.3,3101.13,2918.25,1664364.0,0.1,27.25,61.21,22
TCS,2023,6,2992.16,3071.7,2924.06,1826761.0,0.06,23.56,47.41,21
TCS,2023,7,3129.38,3289.02,3011.25,2269434.0,0.19,51.83,63.38,21
TCS,2023,8,3175.46,3241.88,3105.98,1632753.0,-0.08,23.55,47.48,22
TCS,2023,9,3277.24,3375.46,3118.19,1922147.0,0.25,31.21,68.29,20
TCS,2023,10,3252.47,3417.49,3101.3,1990905.0,-0.21,42.93,41.85,20
TCS,2023,11,3193.87,3300.61,3083.61,1810392.0,0.18,33.77,51.1,20
TCS,2023,12,3450.79,3659.17,3250.36,2278610.0,0.43,50.72,71.09,20
TCS,2024,1,3547.93,3717.06,3400.26,2272860.0,0.07,50.55,54.28,21
TCS,2024,2,3816.77,3924.5,3568.42,2067182.0,0.35,56.56,64.45,21
TCS,2024,3,3794.47,3990.15,3591.25,3191653.0,-0.29,64.11,47.68,18
TCS,2024,4,3660.86,3811.45,3564.52,2505099.0,-0.07,38.84,40.49,20
TCS,2024,5,3639.62,3739.99,3451.43,2304661.0,-0.15,38.62,48.49,21
TCS,2024,6,3614.71,3740.72,3392.63,2582541.0,0.33,45.92,51.36,19
TCS,2024,7,3940.96,4195.36,3668.93,3172398.0,0.55,67.81,72.32,22
TCS,2024,8,4139.59,4348.04,3891.91,2109493.0,0.19,69.56,58.76,21
TCS,2024,9,4172.9,4344.01,4002.69,2225427.0,-0.3,43.42,43.01,21
TCS,2024,10,3920.45,4069.44,3758.56,2322457.0,-0.32,33.44,27.02,22
TCS,2024,11,3943.5,4154.72,3714.19,2173333.0,0.4,80.78,56.09,19
TCS,2024,12,4092.26,4266.25,3826.94,2111930.0,-0.19,59.01,52.27,21
TCS,2025,1,3955.17,4103.04,3807.49,2289557.0,0.11,55.93,44.3,23
TCS,2025,2,3758.89,4011.37,3341.52,2456166.0,-0.82,54.2,27.67,20
TCS,2025,3,3448.24,3586.07,3347.08,2475234.0,0.19,54.74,35.82,19
TCS,2025,4,3252.42,3464.28,2953.96,3421638.0,-0.21,70.19,36.32,19
TCS,2025,5,3384.68,3509.22,3284.59,2099272.0,0.03,34.34,62.98,21
TCS,2025,6,3346.46,3450.21,3275.36,2491724.0,0.04,34.59,46.03,21
TCS,2025,7,3169.98,3403.3,2950.17,3030001.0,-0.55,39.36,25.6,23
TCS,2025,8,2994.74,3094.0,2927.27,2829355.0,0.09,29.25,40.52,19
TCS,2025,9,3001.78,3134.12,2823.06,2608671.0,-0.29,45.82,50.1,22
TCS,2025,10,2951.95,3042.69,2804.96,3270487.0,0.3,41.04,48.53,21
TCS,2025,11,3037.17,3123.22,2907.64,2801426.0,0.14,30.59,60.53,19
TCS,2025,12,3174.88,3269.17,3064.69,2494749.0,0.1,31.43,64.67,22
TCS,2026,1,3164.27,3241.67,3082.0,2773318.0,-0.03,32.93,47.45,21
TCS,2026,2,2812.97,3350.0,2561.3,4870752.0,-0.82,76.7,28.21,20
TCS,2026,3,2584.43,2635.0,2546.4,3445025.0,-0.77,34.16,24.24,4
WIPRO,2020,1,114.46,118.6,108.31,7474008.0,-0.18,1.13,62.53,22
WIPRO,2020,2,111.18,114.56,101.26,5941899.0,-0.34,1.31,44.95,19
WIPRO,2020,3,89.62,107.81,73.47,11554558.0,-0.47,4.7,23.62,21
WIPRO,2020,4,85.3,93.54,80.11,14781199.0,-0.12,2.25,50.64,18
WIPRO,2020,5,87.15,99.05,82.04,15990004.0,0.6,1.77,55.79,19
WIPRO,2020,6,100.23,106.01,95.09,17727447.0,0.16,2.43,65.09,22
WIPRO,2020,7,115.28,134.03,100.64,40018542.0,1.14,3.34,72.49,23
WIPRO,2020,8,127.45,132.47,123.52,18586305.0,-0.16,1.31,53.68,21
WIPRO,2020,9,137.76,149.57,123.99,39612226.0,0.68,2.61,69.37,22
WIPRO,2020,10,158.88,175.93,143.83,55993002.0,0.44,5.34,60.71,21
WIPRO,2020,11,159.71,166.57,153.32,14872386.0,0.15,1.79,53.37,20
WIPRO,2020,12,168.22,179.99,159.59,21913960.0,0.46,2.85,60.34,22
WIPRO,2021,1,198.8,215.45,177.47,46763083.0,0.44,5.69,77.56,20
WIPRO,2021,2,198.42,208.69,188.48,22539345.0,-0.08,3.12,45.37,20
WIPRO,2021,3,193.59,205.24,183.74,24808945.0,0.06,3.5,44.09,21
WIPRO,2021,4,211.36,236.43,190.6,45041942.0,0.95,6.05,64.07,19
WIPRO,2021,5,236.9,251.76,220.72,20150796.0,0.46,4.52,66.42,20
WIPRO,2021,6,253.48,260.54,246.22,11788691.0,0.06,2.73,66.89,22
WIPRO,2021,7,259.1,278.0,241.41,19837999.0,0.37,5.0,55.89,21
WIPRO,2021,8,284.66,296.94,268.97,12028820.0,0.42,2.92,70.33,21
WIPRO,2021,9,305.82,322.97,289.8,12143925.0,-0.04,4.59,61.57,21
WIPRO,2021,10,308.8,341.77,291.12,19881004.0,0.11,7.21,52.41,20
WIPRO,2021,11,299.57,308.93,278.99,9686065.0,-0.07,3.57,36.59,20
WIPRO,2021,12,307.7,332.56,287.79,16290386.0,0.52,4.87,59.0,23
WIPRO,2022,1,297.3,335.74,248.56,22587104.0,-1.08,8.94,37.13,20
WIPRO,2022,2,261.02,272.99,245.76,15904868.0,-0.12,5.15,39.0,20
WIPRO,2022,3,273.99,285.02,254.67,15810597.0,0.31,3.97,63.72,21
WIPRO,2022,4,258.69,284.36,236.54,12815592.0,-0.74,4.93,29.44,19
WIPRO,2022,5,220.84,242.14,206.78,16875099.0,-0.27,5.35,27.26,21
WIPRO,2022,6,205.82,227.68,187.58,14948849.0,-0.61,4.74,38.16,22
WIPRO,2022,7,192.13,198.15,182.42,15129200.0,0.1,2.51,43.2,21
WIPRO,2022,8,199.63,207.57,186.15,12690455.0,-0.11,3.27,58.69,20
WIPRO,2022,9,189.2,198.75,179.44,13930999.0,-0.21,2.56,37.68,22
WIPRO,2022,10,182.12,194.97,173.74,16409973.0,-0.08,3.46,40.3,19
WIPRO,2022,11,184.49,191.03,179.39,10955984.0,0.25,2.08,61.63,21
WIPRO,2022,12,184.61,194.25,175.56,9984434.0,-0.16,2.4,44.63,22
WIPRO,2023,1,185.28,191.85,177.94,9832513.0,0.09,1.95,58.3,21
WIPRO,2023,2,188.13,193.28,180.28,6776807.0,-0.15,1.94,51.07,20
WIPRO,2023,3,175.72,185.51,166.03,6722583.0,-0.27,2.13,24.75,21
WIPRO,2023,4,173.24,181.47,164.63,8763682.0,0.32,2.32,51.17,17
WIPRO,2023,5,182.18,189.89,177.26,7465384.0,0.22,1.97,65.4,22
WIPRO,2023,6,183.04,191.66,176.37,11990047.0,-0.17,1.8,42.76,21
WIPRO,2023,7,187.76,198.75,181.4,12685536.0,0.2,3.02,63.62,21
WIPRO,2023,8,192.6,197.44,185.7,8170750.0,0.04,1.74,54.08,22
WIPRO,2023,9,199.36,207.54,187.78,12235684.0,-0.02,3.29,58.23,20
WIPRO,2023,10,186.92,198.28,175.41,8613838.0,-0.3,3.02,31.73,20
WIPRO,2023,11,183.34,193.86,176.32,8343687.0,0.4,1.75,50.63,20
WIPRO,2023,12,203.84,223.28,188.06,20526815.0,0.68,4.59,73.19,20
WIPRO,2024,1,219.51,247.41,208.92,22163756.0,0.1,4.62,59.54,21
WIPRO,2024,2,240.09,255.86,220.57,17113950.0,0.4,4.48,66.1,21
WIPRO,2024,3,236.03,246.72,220.88,12332261.0,-0.42,3.46,36.18,18
WIPRO,2024,4,219.48,230.58,204.82,13809916.0,-0.18,3.45,33.45,20
WIPRO,2024,5,213.96,220.52,203.93,11883898.0,-0.25,2.14,46.66,21
WIPRO,2024,6,225.58,241.99,195.45,23367319.0,0.87,4.6,62.47,19
WIPRO,2024,7,250.08,271.8,227.95,21712843.0,0.1,7.49,66.92,22
WIPRO,2024,8,239.18,254.04,225.09,13888601.0,0.16,5.05,48.38,21
WIPRO,2024,9,250.4,261.96,240.56,14721788.0,0.04,4.21,56.98,21
WIPRO,2024,10,253.83,271.26,243.86,17585033.0,0.1,3.42,52.01,22
WIPRO,2024,11,265.43,279.35,250.38,13023206.0,0.26,4.54,59.54,19
WIPRO,2024,12,285.5,299.97,271.0,11135901.0,0.21,3.45,67.53,21
WIPRO,2025,1,282.83,304.28,262.94,14450865.0,0.26,5.64,45.2,23
WIPRO,2025,2,294.28,309.37,264.82,10846649.0,-0.56,5.04,50.76,20
WIPRO,2025,3,260.17,279.16,244.98,11455443.0,-0.28,5.95,29.83,19
WIPRO,2025,4,233.83,253.87,217.97,17502470.0,-0.41,5.47,35.47,19
WIPRO,2025,5,237.56,246.6,225.63,9754957.0,0.17,3.0,57.26,21
WIPRO,2025,6,247.6,259.37,234.92,8832330.0,0.31,2.63,67.1,21
WIPRO,2025,7,250.3,259.94,239.86,9457456.0,-0.21,3.1,47.45,23
WIPRO,2025,8,239.88,250.81,232.4,8526985.0,0.03,2.99,43.73,19
WIPRO,2025,9,242.22,253.26,229.1,8211653.0,-0.18,3.67,52.11,22
WIPRO,2025,10,237.98,247.68,231.85,10159266.0,0.03,2.93,45.73,21
WIPRO,2025,11,237.83,245.65,230.06,8065583.0,0.2,2.17,51.99,19
WIPRO,2025,12,254.72,266.23,242.6,7406597.0,0.25,3.08,70.81,22
WIPRO,2026,1,248.5,265.64,231.62,11626675.0,-0.35,4.92,42.23,21
WIPRO,2026,2,218.95,259.89,199.12,18525902.0,-0.81,5.21,26.16,20
WIPRO,2026,3,196.3,200.36,193.22,13055284.0,-0.7,3.15,12.36,4
