Date,Open,High,Low,Close,Volume,Symbol,MA_7,MA_14,MA_30,Daily_Return,Volatility_7,Price_Range,RSI,MA_Signal,Year,Month
2022-04-29,1427.35,1433.91,1401.14,1407.2,9831395.0,INFY,1417.0,1467.91,1582.08,-0.95,19.32,32.77,24.42,Bearish,2022,4
2022-05-02,1392.25,1393.91,1374.39,1383.36,7072627.0,INFY,1407.03,1450.37,1571.66,-1.69,15.07,19.52,22.57,Bearish,2022,5
2022-05-04,1388.98,1409.4,1373.62,1378.47,6220959.0,INFY,1400.63,1435.56,1562.11,-0.35,16.47,35.78,24.68,Bearish,2022,5
2022-05-05,1400.47,1426.81,1398.13,1423.0,6144870.0,INFY,1403.71,1425.47,1554.09,3.23,18.54,28.68,33.67,Bearish,2022,5
2022-05-06,1391.44,1402.08,1378.02,1385.03,6171472.0,INFY,1398.82,1412.28,1543.78,-2.67,18.26,24.06,30.14,Bearish,2022,5
2022-05-09,1382.47,1424.48,1366.44,1409.71,6832202.0,INFY,1401.07,1409.01,1534.74,1.78,18.53,58.04,43.9,Bearish,2022,5
2022-05-10,1398.63,1408.64,1387.9,1394.14,6212545.0,INFY,1397.27,1408.43,1524.76,-1.1,16.44,20.74,48.8,Bearish,2022,5
2022-05-11,1391.4,1391.4,1356.97,1370.57,7846080.0,INFY,1392.04,1404.52,1514.29,-1.69,18.46,34.43,41.91,Bearish,2022,5
2022-05-12,1359.13,1371.25,1350.42,1354.46,7034979.0,INFY,1387.91,1397.47,1503.37,-1.18,23.32,20.83,34.87,Bearish,2022,5
2022-05-13,1363.88,1372.82,1344.85,1350.51,6723761.0,INFY,1383.92,1392.27,1491.95,-0.29,27.27,27.97,37.89,Bearish,2022,5
2022-05-16,1355.54,1357.2,1327.39,1336.77,6145331.0,INFY,1371.6,1387.65,1479.53,-1.02,26.12,29.81,38.94,Bearish,2022,5
2022-05-17,1341.98,1369.0,1329.41,1363.12,6516378.0,INFY,1368.47,1383.64,1467.91,1.97,25.55,39.59,40.67,Bearish,2022,5
2022-05-18,1366.31,1391.17,1351.32,1354.82,6594126.0,INFY,1360.63,1380.85,1456.11,-0.61,18.13,39.85,43.1,Bearish,2022,5
2022-05-19,1329.5,1332.82,1272.63,1281.16,16561140.0,INFY,1344.49,1370.88,1442.47,-5.44,29.83,60.19,28.9,Bearish,2022,5
2022-05-20,1304.37,1316.71,1298.71,1306.3,10488908.0,INFY,1335.31,1363.67,1430.32,1.96,30.35,18.0,35.26,Bearish,2022,5
2022-05-23,1306.25,1335.79,1301.72,1318.19,5887569.0,INFY,1330.12,1359.02,1419.54,0.91,29.63,34.07,40.14,Bearish,2022,5
2022-05-24,1318.37,1319.22,1288.43,1293.59,5693167.0,INFY,1321.99,1352.96,1408.47,-1.87,30.88,30.79,37.88,Bearish,2022,5
2022-05-25,1288.21,1294.94,1256.11,1266.17,9630092.0,INFY,1311.91,1341.75,1396.37,-2.12,36.3,38.83,26.45,Bearish,2022,5
2022-05-26,1272.95,1283.72,1263.12,1278.29,13040065.0,INFY,1299.79,1334.13,1386.12,0.96,29.96,20.6,32.62,Bearish,2022,5
2022-05-27,1296.24,1316.93,1290.36,1311.86,8284860.0,INFY,1293.65,1327.14,1377.71,2.63,19.33,26.57,34.52,Bearish,2022,5
2022-05-30,1334.89,1373.49,1333.09,1370.62,10904213.0,INFY,1306.43,1325.46,1371.07,4.48,33.83,40.4,46.73,Bearish,2022,5
2022-05-31,1370.53,1377.15,1350.07,1364.09,16033857.0,INFY,1314.69,1325.0,1368.03,-0.48,40.24,27.08,49.05,Bearish,2022,5
2022-06-01,1372.61,1374.2,1335.51,1341.36,8738508.0,INFY,1318.0,1324.06,1366.0,-1.67,41.5,38.69,48.12,Bearish,2022,6
2022-06-02,1346.3,1373.38,1338.68,1368.08,7205840.0,INFY,1328.64,1325.32,1364.09,1.99,43.7,34.7,52.36,Bearish,2022,6
2022-06-03,1383.41,1410.72,1377.15,1380.51,9395707.0,INFY,1344.97,1328.44,1361.67,0.91,37.36,33.57,55.91,Bearish,2022,6
2022-06-06,1375.33,1394.02,1354.47,1388.08,6624883.0,INFY,1360.66,1330.22,1360.49,0.55,26.03,39.55,53.55,Bullish,2022,6
2022-06-07,1378.83,1378.83,1363.18,1366.9,4904592.0,INFY,1368.52,1331.09,1359.34,-1.53,14.67,15.65,51.66,Bullish,2022,6
2022-06-08,1379.14,1379.14,1353.56,1360.82,4697608.0,INFY,1367.12,1336.78,1357.4,-0.44,14.9,25.58,63.42,Bullish,2022,6
2022-06-09,1347.21,1376.2,1344.04,1374.43,4361061.0,INFY,1368.6,1341.64,1356.74,1.0,15.06,32.16,61.94,Bullish,2022,6
2022-06-10,1348.21,1355.33,1336.87,1339.77,6516436.0,INFY,1368.37,1343.18,1354.05,-2.52,15.54,18.46,53.5,Bullish,2022,6
2022-06-13,1309.65,1309.65,1280.71,1292.32,6987685.0,INFY,1357.55,1343.09,1350.22,-3.54,32.69,28.94,49.81,Bullish,2022,6
2022-06-14,1279.17,1314.46,1272.96,1306.89,6090247.0,INFY,1347.03,1346.0,1347.67,1.13,35.77,41.5,56.4,Bearish,2022,6
2022-06-15,1306.57,1312.19,1287.2,1290.24,4651958.0,INFY,1333.05,1346.86,1344.73,-1.27,36.17,24.99,51.85,Bearish,2022,6
2022-06-16,1304.57,1309.79,1262.84,1267.56,6641772.0,INFY,1318.86,1343.69,1339.55,-1.76,39.97,46.95,42.89,Bearish,2022,6
2022-06-17,1261.98,1267.33,1240.3,1258.58,9692047.0,INFY,1304.26,1335.69,1335.33,-0.71,40.75,27.03,28.61,Bearish,2022,6
2022-06-20,1261.07,1290.37,1253.77,1282.94,4595194.0,INFY,1291.19,1329.89,1331.1,1.94,26.77,36.6,35.49,Bearish,2022,6
2022-06-21,1291.87,1320.9,1290.74,1315.37,6270787.0,INFY,1287.7,1328.03,1328.48,2.53,20.16,30.16,45.51,Bearish,2022,6
2022-06-22,1302.8,1324.17,1301.85,1303.89,6253366.0,INFY,1289.35,1323.45,1326.26,-0.87,21.05,22.32,38.29,Bearish,2022,6
2022-06-23,1306.21,1322.72,1300.04,1317.68,6254281.0,INFY,1290.89,1318.96,1325.03,1.06,22.87,22.68,38.6,Bearish,2022,6
2022-06-24,1322.72,1331.34,1296.32,1307.38,6114340.0,INFY,1293.34,1313.2,1323.59,-0.78,23.69,35.02,35.5,Bearish,2022,6
2022-06-27,1331.83,1346.3,1329.2,1337.78,4511097.0,INFY,1303.37,1311.12,1323.63,2.33,25.73,17.1,44.93,Bearish,2022,6
2022-06-28,1332.7,1350.16,1318.18,1342.81,4412178.0,INFY,1315.41,1309.83,1322.95,0.38,20.44,31.98,46.86,Bearish,2022,6
2022-06-29,1328.79,1339.95,1321.81,1327.48,5060038.0,INFY,1321.77,1306.48,1322.04,-1.14,14.81,18.14,41.85,Bearish,2022,6
2022-06-30,1329.11,1344.49,1319.99,1326.25,9165177.0,INFY,1323.32,1305.51,1323.54,-0.09,14.6,24.5,47.35,Bearish,2022,6
2022-07-01,1319.09,1347.21,1308.52,1342.13,4651635.0,INFY,1328.79,1309.07,1324.74,1.2,13.2,38.69,61.16,Bullish,2022,7
2022-07-04,1342.9,1353.79,1326.35,1349.93,4800224.0,INFY,1333.39,1312.14,1325.79,0.58,14.26,27.44,59.95,Bullish,2022,7
2022-07-05,1359.73,1369.85,1335.42,1339.0,7379669.0,INFY,1337.91,1315.63,1327.31,-0.81,8.49,34.43,61.57,Bullish,2022,7
2022-07-06,1344.67,1360.82,1333.6,1353.24,5209162.0,INFY,1340.12,1321.75,1330.21,1.06,10.27,27.22,71.19,Bullish,2022,7
2022-07-07,1363.59,1373.47,1356.92,1359.64,3323472.0,INFY,1342.52,1328.97,1332.92,0.47,12.69,16.55,75.32,Bullish,2022,7
2022-07-08,1374.43,1376.2,1360.77,1373.93,3652582.0,INFY,1349.16,1335.47,1334.99,1.05,15.37,15.43,74.0,Bullish,2022,7
2022-07-11,1356.28,1360.73,1330.34,1336.46,4702638.0,INFY,1350.62,1336.97,1333.85,-2.73,13.16,30.39,55.42,Bullish,2022,7
2022-07-12,1326.16,1332.33,1302.76,1305.12,4710356.0,INFY,1345.33,1337.06,1331.89,-2.35,21.76,29.57,50.29,Bullish,2022,7
2022-07-13,1315.46,1324.53,1305.12,1310.42,5264025.0,INFY,1339.69,1336.54,1330.85,0.41,25.22,19.41,48.24,Bullish,2022,7
2022-07-14,1316.37,1318.13,1282.8,1296.27,6157606.0,INFY,1333.58,1335.75,1328.46,-1.08,30.11,35.33,47.35,Bullish,2022,7
2022-07-15,1311.83,1311.83,1279.76,1297.63,5620018.0,INFY,1325.64,1332.88,1325.7,0.1,31.37,32.07,38.89,Bearish,2022,7
2022-07-18,1315.46,1355.01,1313.69,1351.66,5835171.0,INFY,1324.5,1333.51,1324.48,4.16,30.05,41.32,51.93,Bullish,2022,7
2022-07-19,1335.01,1348.89,1333.69,1346.44,3418540.0,INFY,1320.57,1334.87,1323.8,-0.39,23.62,15.2,54.32,Bearish,2022,7
2022-07-20,1361.95,1384.23,1360.82,1374.7,5079392.0,INFY,1326.03,1338.33,1324.26,2.1,31.13,23.41,59.82,Bullish,2022,7
2022-07-21,1376.24,1392.98,1363.63,1390.67,5008061.0,INFY,1338.26,1341.79,1324.81,1.16,37.66,29.35,59.84,Bullish,2022,7
2022-07-22,1391.66,1397.11,1353.7,1366.53,7020642.0,INFY,1346.27,1342.98,1325.7,-1.74,36.71,43.41,53.15,Bullish,2022,7
2022-07-25,1342.77,1376.38,1342.77,1364.09,7859626.0,INFY,1355.96,1344.77,1328.09,-0.18,29.57,33.61,54.93,Bullish,2022,7
2022-07-26,1357.78,1357.78,1310.92,1316.5,7268273.0,INFY,1358.66,1342.15,1328.41,-3.49,23.63,46.86,43.62,Bullish,2022,7
2022-07-27,1316.37,1336.32,1310.92,1334.56,4517285.0,INFY,1356.21,1340.36,1329.89,1.37,25.3,25.4,45.81,Bullish,2022,7
2022-07-28,1357.55,1383.0,1351.61,1376.6,6636841.0,INFY,1360.52,1340.55,1333.52,3.15,25.91,31.39,50.41,Bullish,2022,7
2022-07-29,1390.58,1411.35,1386.22,1405.91,7009465.0,INFY,1364.98,1345.51,1338.43,2.13,30.95,25.13,60.88,Bullish,2022,7
2022-08-01,1418.88,1418.88,1395.2,1407.13,2983249.0,INFY,1367.33,1352.79,1342.57,0.09,33.73,23.68,67.64,Bullish,2022,8
2022-08-02,1403.05,1403.46,1386.54,1400.37,4374635.0,INFY,1372.17,1359.22,1345.41,-0.48,35.95,16.92,65.48,Bullish,2022,8
2022-08-03,1405.27,1424.32,1397.02,1420.79,6011955.0,INFY,1380.27,1368.11,1349.3,1.46,39.99,27.3,70.98,Bullish,2022,8
2022-08-04,1440.2,1455.03,1428.81,1451.45,7402209.0,INFY,1399.54,1379.1,1353.76,2.16,36.5,26.22,73.58,Bullish,2022,8
2022-08-05,1459.16,1474.86,1453.63,1466.65,5361971.0,INFY,1418.41,1387.31,1359.07,1.05,31.04,21.23,70.01,Bullish,2022,8
2022-08-08,1466.96,1471.5,1447.91,1469.14,3763409.0,INFY,1431.63,1396.08,1363.45,0.17,29.95,23.59,71.56,Bullish,2022,8
2022-08-10,1470.77,1470.77,1440.74,1453.76,4423829.0,INFY,1438.47,1401.73,1367.15,-1.05,28.53,30.03,64.55,Bullish,2022,8
2022-08-11,1478.76,1479.98,1466.06,1469.64,3462090.0,INFY,1447.4,1407.37,1371.89,1.09,26.82,13.92,64.54,Bullish,2022,8
2022-08-12,1463.61,1464.24,1442.6,1446.19,3562286.0,INFY,1453.95,1413.06,1375.89,-1.6,17.34,21.64,64.7,Bullish,2022,8
2022-08-16,1459.71,1459.71,1443.47,1448.32,3004430.0,INFY,1457.88,1419.07,1379.42,0.15,10.23,16.24,65.56,Bullish,2022,8
2022-08-17,1448.32,1462.43,1437.93,1457.21,4067324.0,INFY,1458.7,1429.12,1383.0,0.61,9.86,24.5,80.34,Bullish,2022,8
2022-08-18,1446.19,1449.91,1427.95,1436.07,4635706.0,INFY,1454.33,1436.37,1386.24,-1.45,12.23,21.96,71.6,Bullish,2022,8
2022-08-19,1438.2,1455.99,1438.02,1448.91,4739884.0,INFY,1451.44,1441.54,1389.43,0.89,10.41,17.97,67.57,Bullish,2022,8
2022-08-22,1438.84,1450.63,1427.95,1429.45,3950555.0,INFY,1447.97,1443.22,1391.75,-1.34,13.19,22.68,56.01,Bullish,2022,8
2022-08-23,1404.37,1410.26,1390.76,1399.29,5551574.0,INFY,1437.92,1442.66,1392.6,-2.11,19.31,19.5,48.26,Bullish,2022,8
2022-08-24,1392.57,1402.55,1388.94,1394.84,2888426.0,INFY,1430.58,1442.27,1394.54,-0.32,24.66,13.61,48.76,Bullish,2022,8
2022-08-25,1404.37,1405.0,1373.29,1377.29,4331088.0,INFY,1420.44,1439.16,1396.95,-1.26,30.15,31.71,40.1,Bullish,2022,8
2022-08-26,1392.71,1401.6,1376.65,1380.37,3079136.0,INFY,1409.46,1434.08,1399.28,0.22,28.47,24.95,31.5,Bullish,2022,8
2022-08-29,1332.29,1332.29,1315.46,1326.12,8079050.0,INFY,1393.75,1424.04,1400.28,-3.93,39.52,16.83,19.6,Bearish,2022,8
2022-08-30,1336.42,1357.28,1329.97,1354.42,6725875.0,INFY,1380.25,1415.85,1402.17,2.13,33.17,27.31,27.68,Bearish,2022,8
2022-09-01,1324.58,1331.88,1316.41,1328.34,8140604.0,INFY,1365.81,1406.89,1401.39,-1.93,30.05,15.47,26.57,Bearish,2022,9
2022-09-02,1340.86,1340.86,1313.64,1318.18,5175653.0,INFY,1354.22,1396.07,1400.45,-0.76,30.62,27.22,21.09,Bearish,2022,9
2022-09-05,1316.37,1330.88,1312.15,1325.71,3669352.0,INFY,1344.35,1387.47,1398.82,0.57,26.16,18.73,25.51,Bearish,2022,9
2022-09-06,1325.71,1333.6,1311.33,1320.09,3428442.0,INFY,1336.18,1378.31,1396.46,-0.42,22.88,22.27,24.3,Bearish,2022,9
2022-09-07,1306.39,1329.75,1304.62,1322.4,3600574.0,INFY,1327.89,1368.68,1394.99,0.17,12.23,25.13,22.25,Bearish,2022,9
2022-09-08,1338.14,1343.67,1327.8,1338.96,4061475.0,INFY,1329.73,1361.74,1394.16,1.25,12.86,15.87,29.63,Bearish,2022,9
2022-09-09,1349.93,1378.96,1342.67,1371.39,4816910.0,INFY,1332.15,1356.2,1395.98,2.42,18.61,36.29,34.97,Bearish,2022,9
2022-09-12,1384.23,1402.46,1380.01,1393.66,5494819.0,INFY,1341.48,1353.65,1397.95,1.62,29.54,22.45,43.14,Bearish,2022,9
2022-09-13,1407.9,1408.9,1398.29,1401.6,4947158.0,INFY,1353.4,1353.81,1398.79,0.57,34.91,10.61,50.48,Bearish,2022,9
2022-09-14,1358.1,1359.87,1335.42,1338.5,14332197.0,INFY,1355.23,1349.79,1396.54,-4.5,33.53,24.45,40.52,Bearish,2022,9
2022-09-15,1338.14,1338.32,1296.45,1299.85,12784100.0,INFY,1352.34,1344.26,1392.97,-2.89,37.68,41.87,37.83,Bearish,2022,9
2022-09-16,1292.78,1292.78,1241.38,1249.28,20464045.0,INFY,1341.89,1334.89,1387.93,-3.89,53.97,51.4,32.08,Bearish,2022,9
2022-09-19,1262.84,1275.54,1252.5,1261.3,6595241.0,INFY,1330.8,1330.26,1382.61,0.96,62.05,23.04,39.98,Bearish,2022,9
2022-09-20,1277.31,1282.39,1256.58,1259.71,7219797.0,INFY,1314.84,1323.5,1376.22,-0.13,64.2,25.81,34.05,Bearish,2022,9
2022-09-21,1251.86,1259.94,1241.43,1249.46,7917054.0,INFY,1294.24,1317.86,1368.98,-0.81,57.48,18.51,35.96,Bearish,2022,9
2022-09-22,1239.57,1255.54,1233.81,1241.02,9168498.0,INFY,1271.3,1312.35,1361.38,-0.68,35.22,21.73,36.19,Bearish,2022,9
2022-09-23,1240.61,1265.38,1235.62,1238.75,10426200.0,INFY,1257.05,1306.14,1354.21,-0.18,20.68,29.76,34.13,Bearish,2022,9
2022-09-26,1233.81,1269.6,1229.27,1252.18,9414587.0,INFY,1250.24,1301.29,1346.96,1.08,8.51,40.33,37.95,Bearish,2022,9
2022-09-27,1264.16,1275.99,1250.14,1264.25,8561254.0,INFY,1252.38,1297.14,1340.9,0.96,9.98,25.85,40.03,Bearish,2022,9
2022-09-28,1251.05,1275.41,1249.23,1265.29,7022098.0,INFY,1252.95,1291.87,1334.8,0.08,10.66,26.18,36.66,Bearish,2022,9
2022-09-29,1274.54,1279.03,1263.75,1268.87,6119965.0,INFY,1254.26,1284.55,1328.52,0.28,12.1,15.28,29.27,Bearish,2022,9
2022-09-30,1260.07,1287.61,1248.32,1282.3,8120130.0,INFY,1258.95,1276.6,1323.39,1.06,15.74,39.29,26.64,Bearish,2022,9
2022-10-03,1280.98,1280.98,1257.4,1264.43,4943169.0,INFY,1262.3,1266.8,1317.24,-1.39,13.65,23.58,22.38,Bearish,2022,10
2022-10-04,1287.97,1299.36,1282.8,1296.77,6631341.0,INFY,1270.58,1263.82,1312.82,2.56,14.55,16.56,40.41,Bearish,2022,10
2022-10-06,1310.92,1324.35,1310.11,1320.13,6180672.0,INFY,1280.29,1265.27,1310.18,1.8,21.32,14.24,55.01,Bearish,2022,10
2022-10-07,1312.15,1322.58,1306.52,1316.55,3994466.0,INFY,1287.76,1270.07,1307.57,-0.27,23.78,16.06,71.66,Bearish,2022,10
2022-10-10,1294.0,1329.07,1294.0,1326.93,5274677.0,INFY,1296.57,1274.76,1305.89,0.79,25.43,35.07,71.36,Bearish,2022,10
2022-10-11,1326.93,1342.36,1288.33,1291.69,12824774.0,INFY,1299.83,1277.04,1302.94,-2.66,22.59,54.03,58.54,Bearish,2022,10
2022-10-12,1303.66,1307.38,1282.39,1296.13,5481467.0,INFY,1301.8,1280.38,1301.94,0.34,21.37,24.99,62.86,Bearish,2022,10
2022-10-13,1298.22,1304.53,1283.71,1288.15,4821514.0,INFY,1305.19,1283.74,1299.73,-0.62,15.55,20.82,63.02,Bullish,2022,10
2022-10-14,1347.21,1355.38,1331.11,1337.46,14990688.0,INFY,1311.01,1290.8,1300.03,3.83,19.08,24.27,71.64,Bullish,2022,10
2022-10-17,1339.86,1356.28,1338.59,1351.7,4286396.0,INFY,1315.52,1297.9,1301.15,1.06,24.54,17.69,71.74,Bullish,2022,10
2022-10-18,1369.89,1370.75,1358.32,1364.18,4692004.0,INFY,1322.32,1305.04,1302.43,0.92,30.71,12.43,71.79,Bullish,2022,10
2022-10-19,1364.45,1365.31,1343.85,1347.62,3553171.0,INFY,1325.28,1310.92,1303.35,-1.21,32.19,21.46,66.82,Bullish,2022,10
2022-10-20,1338.14,1364.45,1337.41,1361.64,4583939.0,INFY,1335.27,1317.55,1304.66,1.04,30.85,27.04,68.17,Bullish,2022,10
2022-10-21,1361.09,1366.26,1352.97,1361.27,3594485.0,INFY,1344.57,1323.19,1305.4,-0.03,26.61,13.29,66.3,Bullish,2022,10
2022-10-24,1377.6,1380.6,1370.8,1377.01,982837.0,INFY,1357.27,1331.23,1305.59,1.16,12.84,9.8,73.45,Bullish,2022,10
2022-10-25,1386.31,1390.67,1379.92,1384.68,3914341.0,INFY,1364.01,1337.51,1305.29,0.56,13.1,10.75,70.41,Bullish,2022,10
2022-10-27,1403.94,1407.7,1387.16,1397.66,6760137.0,INFY,1370.58,1343.05,1305.16,0.94,16.87,20.54,68.91,Bullish,2022,10
2022-10-28,1399.54,1401.32,1382.11,1387.84,3053981.0,INFY,1373.96,1348.14,1306.8,-0.7,17.73,19.21,66.87,Bullish,2022,10
2022-10-31,1403.43,1418.25,1403.43,1410.22,4542336.0,INFY,1382.9,1354.09,1310.48,1.61,18.01,14.82,68.66,Bullish,2022,10
2022-11-01,1424.34,1444.48,1418.89,1442.64,4542692.0,INFY,1394.47,1364.87,1316.93,2.3,26.22,25.59,84.24,Bullish,2022,11
2022-11-02,1441.72,1442.41,1416.96,1424.57,2938906.0,INFY,1403.52,1374.05,1322.37,-1.25,23.65,25.45,77.44,Bullish,2022,11
2022-11-03,1411.23,1415.95,1395.55,1403.89,3174027.0,INFY,1407.36,1382.31,1327.18,-1.45,20.62,20.4,73.45,Bullish,2022,11
2022-11-04,1394.45,1394.45,1376.75,1388.53,4509682.0,INFY,1407.91,1385.96,1331.81,-1.09,19.95,17.7,62.0,Bullish,2022,11
2022-11-07,1395.32,1401.28,1367.53,1382.52,4898592.0,INFY,1405.74,1388.16,1336.53,-0.43,21.97,33.75,57.53,Bullish,2022,11
2022-11-09,1402.29,1402.29,1376.7,1385.96,3334755.0,INFY,1405.48,1389.72,1341.44,0.25,22.23,25.59,55.57,Bullish,2022,11
2022-11-10,1361.93,1386.7,1361.93,1377.48,3435763.0,INFY,1400.8,1391.85,1345.61,-0.61,24.41,24.77,57.96,Bullish,2022,11
2022-11-11,1418.48,1443.1,1418.48,1439.98,7214098.0,INFY,1400.42,1397.45,1351.47,4.54,23.66,24.62,66.6,Bullish,2022,11
2022-11-14,1444.61,1459.52,1438.47,1453.92,4908813.0,INFY,1404.61,1404.06,1357.76,0.97,30.31,21.05,68.57,Bullish,2022,11
2022-11-15,1447.09,1465.43,1442.41,1461.9,3497614.0,INFY,1412.9,1410.13,1364.19,0.55,37.22,23.02,67.56,Bullish,2022,11
2022-11-16,1464.79,1475.66,1461.44,1469.97,4497697.0,INFY,1424.53,1416.22,1370.45,0.55,40.89,14.22,67.61,Bullish,2022,11
2022-11-17,1464.84,1469.97,1451.77,1455.85,3469515.0,INFY,1435.01,1420.38,1376.83,-0.96,37.59,18.2,61.96,Bullish,2022,11
2022-11-18,1459.79,1465.57,1444.93,1461.35,3126064.0,INFY,1445.78,1425.63,1382.31,0.38,31.5,20.64,65.38,Bullish,2022,11
2022-11-21,1450.99,1456.26,1434.43,1438.24,3071764.0,INFY,1454.46,1427.63,1386.25,-1.58,11.68,21.83,55.84,Bullish,2022,11
2022-11-22,1438.97,1456.4,1432.55,1453.69,3399329.0,INFY,1456.42,1428.42,1390.82,1.07,9.85,23.85,52.48,Bullish,2022,11
2022-11-23,1457.22,1460.07,1448.42,1451.95,3245067.0,INFY,1456.14,1430.37,1394.99,-0.12,9.96,11.65,56.63,Bullish,2022,11
2022-11-24,1457.32,1500.42,1453.42,1494.73,5282215.0,INFY,1460.83,1436.86,1401.76,2.95,17.79,47.0,69.88,Bullish,2022,11
2022-11-25,1496.2,1507.76,1480.06,1500.1,4563255.0,INFY,1465.13,1444.83,1408.56,0.36,23.19,27.7,75.53,Bullish,2022,11
2022-11-28,1493.08,1516.47,1485.75,1488.86,3825766.0,INFY,1469.85,1452.43,1415.25,-0.75,24.32,30.72,73.77,Bullish,2022,11
2022-11-29,1486.85,1502.94,1481.21,1494.05,3131710.0,INFY,1474.52,1460.15,1420.47,0.35,25.53,21.73,73.97,Bullish,2022,11
2022-11-30,1485.7,1509.36,1479.46,1499.46,11868134.0,INFY,1483.26,1468.86,1425.39,0.36,21.13,29.9,77.42,Bullish,2022,11
2022-12-01,1518.95,1533.99,1515.37,1519.77,5407928.0,INFY,1492.7,1474.56,1430.58,1.35,20.47,18.62,72.14,Bullish,2022,12
2022-12-02,1518.76,1524.08,1498.54,1502.16,4283343.0,INFY,1499.88,1478.01,1435.73,-1.16,9.86,25.54,63.12,Bullish,2022,12
2022-12-05,1502.25,1508.54,1488.77,1503.86,3824966.0,INFY,1501.18,1481.0,1440.47,0.11,9.67,19.77,61.81,Bullish,2022,12
2022-12-06,1490.33,1491.25,1474.33,1479.23,4822398.0,INFY,1498.2,1481.66,1444.4,-1.64,12.77,16.92,52.38,Bullish,2022,12
2022-12-07,1474.74,1489.23,1464.38,1472.45,4898087.0,INFY,1495.85,1482.85,1447.58,-0.46,15.9,24.85,54.44,Bullish,2022,12
2022-12-08,1472.45,1489.32,1466.03,1485.88,4206837.0,INFY,1494.69,1484.6,1450.96,0.91,16.34,23.29,56.3,Bullish,2022,12
2022-12-09,1493.08,1493.08,1431.73,1439.25,8880658.0,INFY,1486.09,1484.67,1452.34,-3.14,26.25,61.35,50.23,Bullish,2022,12
2022-12-12,1421.55,1436.18,1403.25,1418.98,8037679.0,INFY,1471.69,1482.2,1453.38,-1.41,31.76,32.93,42.22,Bullish,2022,12
2022-12-13,1418.98,1446.77,1413.43,1441.86,6135067.0,INFY,1463.07,1481.47,1454.44,1.61,30.26,33.34,47.93,Bullish,2022,12
2022-12-14,1450.9,1456.86,1442.64,1448.51,4976020.0,INFY,1455.17,1478.17,1454.63,0.46,24.51,14.22,38.89,Bullish,2022,12
2022-12-15,1439.25,1439.89,1408.02,1412.83,6443866.0,INFY,1445.68,1471.94,1454.24,-2.46,26.42,31.87,31.7,Bearish,2022,12
2022-12-16,1398.62,1421.09,1386.74,1396.05,9630453.0,INFY,1434.77,1465.31,1453.98,-1.19,29.16,34.35,30.98,Bearish,2022,12
2022-12-19,1382.98,1391.19,1371.15,1382.43,6222740.0,INFY,1419.99,1457.34,1453.78,-0.98,24.83,20.04,27.89,Bearish,2022,12
2022-12-20,1376.61,1390.37,1359.6,1382.39,7396259.0,INFY,1411.86,1448.98,1453.77,0.0,26.71,30.77,26.3,Bearish,2022,12
2022-12-21,1389.45,1394.95,1377.85,1384.45,6236361.0,INFY,1406.93,1439.31,1453.72,0.15,28.31,17.1,20.42,Bearish,2022,12
2022-12-22,1395.41,1403.16,1386.47,1395.91,6302640.0,INFY,1400.37,1431.72,1454.34,0.83,23.84,16.69,26.14,Bearish,2022,12
2022-12-23,1383.67,1384.77,1369.27,1373.03,6283822.0,INFY,1389.58,1422.38,1452.1,-1.64,13.07,15.5,23.17,Bearish,2022,12
2022-12-26,1376.15,1384.77,1372.34,1377.89,4115459.0,INFY,1384.59,1415.14,1449.57,0.35,8.64,12.43,27.38,Bearish,2022,12
2022-12-27,1384.82,1395.36,1373.4,1389.31,4860076.0,INFY,1383.63,1409.2,1447.15,0.83,7.44,21.96,31.82,Bearish,2022,12
2022-12-28,1380.37,1398.57,1374.32,1385.0,5029860.0,INFY,1384.0,1401.99,1444.32,-0.31,7.43,24.25,27.02,Bearish,2022,12
2022-12-29,1379.36,1395.23,1376.61,1391.79,4624745.0,INFY,1385.34,1398.6,1442.18,0.49,7.93,18.62,36.79,Bearish,2022,12
2022-12-30,1401.37,1403.57,1379.41,1383.21,5060544.0,INFY,1385.16,1396.05,1439.58,-0.62,7.96,24.16,39.35,Bearish,2022,12
2023-01-02,1388.53,1399.99,1379.41,1397.7,3801140.0,INFY,1385.42,1392.89,1438.23,1.05,8.38,20.58,36.17,Bearish,2023,1
2023-01-03,1393.9,1405.64,1389.54,1396.37,4551130.0,INFY,1388.75,1389.17,1436.32,-0.1,7.19,16.1,33.1,Bearish,2023,1
2023-01-04,1394.95,1394.95,1367.53,1370.92,7059590.0,INFY,1387.76,1386.17,1433.61,-1.82,9.16,27.42,35.45,Bearish,2023,1
2023-01-05,1381.1,1381.1,1347.49,1352.95,9868404.0,INFY,1382.56,1383.1,1428.89,-1.31,15.94,33.61,35.16,Bearish,2023,1
2023-01-06,1348.18,1352.76,1326.62,1328.46,6443714.0,INFY,1374.49,1379.24,1423.17,-1.81,25.78,26.14,32.72,Bearish,2023,1
2023-01-09,1328.18,1365.92,1328.18,1361.43,11498717.0,INFY,1370.15,1377.74,1418.92,2.48,24.93,37.74,44.46,Bearish,2023,1
2023-01-10,1359.18,1360.93,1333.55,1347.95,7158624.0,INFY,1365.11,1375.14,1414.05,-0.99,25.4,27.38,40.9,Bearish,2023,1
2023-01-11,1348.18,1370.19,1342.67,1349.32,6173092.0,INFY,1358.2,1371.81,1409.04,0.1,21.31,27.52,37.76,Bearish,2023,1
