Date,Open,High,Low,Close,Volume,Symbol,MA_7,MA_14,MA_30,Daily_Return,Volatility_7,Price_Range,RSI,MA_Signal,Year,Month
2020-07-21,879.2,896.43,878.07,893.96,42173371.0,RELIANCE,864.28,844.24,797.11,2.69,21.3,18.36,72.66,Bullish,2020,7
2020-07-22,899.15,911.4,889.04,908.68,59771457.0,RELIANCE,868.75,852.13,803.74,1.65,27.03,22.36,72.8,Bullish,2020,7
2020-07-23,908.65,943.0,902.94,933.07,58333751.0,RELIANCE,877.87,860.87,811.69,2.68,36.37,40.06,74.07,Bullish,2020,7
2020-07-24,933.16,980.77,933.07,973.13,120597372.0,RELIANCE,897.44,870.4,820.21,4.29,45.81,47.7,75.15,Bullish,2020,7
2020-07-27,987.94,997.0,964.86,977.69,80304827.0,RELIANCE,917.7,881.18,828.5,0.47,45.4,32.14,79.35,Bullish,2020,7
2020-07-28,977.69,994.83,975.17,987.44,55114422.0,RELIANCE,934.93,893.48,837.06,1.0,45.76,19.66,83.73,Bullish,2020,7
2020-07-29,987.53,989.75,938.81,950.69,72663399.0,RELIANCE,946.38,902.3,844.43,-3.72,35.93,50.94,72.05,Bullish,2020,7
2020-07-30,951.75,970.21,939.51,956.22,72857444.0,RELIANCE,955.27,909.78,851.38,0.58,27.51,30.7,70.03,Bullish,2020,7
2020-07-31,958.78,965.36,930.8,937.29,74958061.0,RELIANCE,959.36,914.05,856.14,-1.98,20.73,34.56,61.78,Bullish,2020,7
2020-08-03,930.12,932.71,908.27,910.94,46715383.0,RELIANCE,956.2,917.03,860.22,-2.81,26.33,24.44,57.65,Bullish,2020,8
2020-08-04,916.2,982.59,906.98,975.15,92041055.0,RELIANCE,956.49,926.96,866.82,7.05,26.56,75.61,72.89,Bullish,2020,8
2020-08-05,983.49,995.73,960.5,964.2,74549993.0,RELIANCE,954.56,936.13,872.95,-1.12,25.22,35.23,70.42,Bullish,2020,8
2020-08-06,978.05,982.9,955.74,967.67,49322975.0,RELIANCE,951.74,943.33,879.35,0.36,21.8,27.16,67.58,Bullish,2020,8
2020-08-07,965.72,978.41,961.36,973.27,32984416.0,RELIANCE,954.96,950.67,885.57,0.58,23.24,17.05,67.79,Bullish,2020,8
2020-08-10,979.0,981.68,955.88,961.21,26958997.0,RELIANCE,955.68,955.48,891.67,-1.24,23.36,25.8,62.12,Bullish,2020,8
2020-08-11,967.99,979.41,952.36,967.53,46828306.0,RELIANCE,960.0,959.68,898.27,0.66,22.16,27.05,60.94,Bullish,2020,8
2020-08-12,961.73,972.61,955.29,964.72,30264617.0,RELIANCE,967.68,961.94,904.27,-0.29,5.0,17.32,56.4,Bullish,2020,8
2020-08-13,964.9,969.84,956.74,962.2,24830322.0,RELIANCE,965.83,961.16,909.74,-0.26,4.08,13.1,47.39,Bullish,2020,8
2020-08-14,962.43,978.05,947.33,958.46,33224635.0,RELIANCE,965.01,959.78,914.67,-0.39,4.95,30.72,45.4,Bullish,2020,8
2020-08-17,954.47,954.47,938.65,948.28,30979066.0,RELIANCE,962.24,956.99,918.29,-1.06,7.81,15.82,40.65,Bullish,2020,8
2020-08-18,945.4,967.76,944.2,960.62,30547672.0,RELIANCE,960.43,957.7,922.75,1.3,6.11,23.56,52.68,Bullish,2020,8
2020-08-19,970.8,976.69,961.89,966.51,34087543.0,RELIANCE,961.19,958.43,927.79,0.61,6.54,14.8,52.78,Bullish,2020,8
2020-08-20,961.27,963.04,946.76,950.87,22537845.0,RELIANCE,958.81,959.4,931.91,-1.62,6.87,16.28,53.73,Bullish,2020,8
2020-08-21,960.37,962.18,941.78,943.98,25280895.0,RELIANCE,955.85,961.76,934.99,-0.72,8.23,20.4,60.16,Bullish,2020,8
2020-08-24,948.31,954.25,938.83,950.28,32717218.0,RELIANCE,954.14,959.99,937.42,0.67,7.92,15.42,38.12,Bullish,2020,8
2020-08-25,954.93,957.33,942.23,944.09,19388008.0,RELIANCE,952.09,958.55,939.92,-0.65,8.46,15.1,39.94,Bullish,2020,8
2020-08-26,945.4,973.95,928.17,969.12,59870421.0,RELIANCE,955.07,958.65,944.35,2.65,10.35,45.78,50.6,Bullish,2020,8
2020-08-27,973.97,974.88,953.68,957.01,28085062.0,RELIANCE,954.55,957.49,948.39,-1.25,10.12,21.2,43.65,Bullish,2020,8
2020-08-28,961.27,967.12,955.04,959.53,27166900.0,RELIANCE,953.55,957.37,951.48,0.26,9.03,12.08,49.29,Bullish,2020,8
2020-08-31,985.76,985.76,934.23,943.45,62076132.0,RELIANCE,952.49,955.65,953.91,-1.68,9.8,51.53,40.61,Bearish,2020,8
2020-09-01,952.21,962.36,935.16,946.42,38616258.0,RELIANCE,952.84,954.34,955.66,0.31,9.48,27.2,42.87,Bearish,2020,9
2020-09-02,948.58,969.44,945.4,964.99,26949439.0,RELIANCE,954.94,954.54,957.53,1.96,10.41,24.04,50.97,Bearish,2020,9
2020-09-03,964.9,969.78,953.57,957.69,18586429.0,RELIANCE,956.89,954.49,958.35,-0.76,9.25,16.21,49.74,Bearish,2020,9
2020-09-04,944.75,950.82,939.6,941.89,28475945.0,RELIANCE,953.0,954.03,957.31,-1.65,8.97,11.22,47.92,Bearish,2020,9
2020-09-07,944.95,954.81,926.93,944.34,21926473.0,RELIANCE,951.19,952.87,956.2,0.26,9.29,27.88,44.34,Bearish,2020,9
2020-09-08,948.58,961.73,943.36,955.42,27397082.0,RELIANCE,950.6,952.08,955.13,1.17,8.8,18.37,46.28,Bearish,2020,9
2020-09-09,945.4,982.95,943.79,980.02,55310877.0,RELIANCE,955.82,954.16,956.11,2.57,13.46,39.16,59.23,Bearish,2020,9
2020-09-10,989.89,1063.27,986.37,1049.24,140304404.0,RELIANCE,970.51,961.68,959.21,7.06,37.0,76.9,73.9,Bullish,2020,9
2020-09-11,1048.33,1060.05,1037.04,1051.85,59470807.0,RELIANCE,982.92,968.93,963.03,0.25,47.82,23.01,73.45,Bullish,2020,9
2020-09-14,1054.23,1070.1,1034.73,1044.05,44063445.0,RELIANCE,995.26,976.07,967.47,-0.74,51.25,35.37,72.91,Bullish,2020,9
2020-09-15,1048.31,1054.57,1037.52,1051.44,27178393.0,RELIANCE,1010.91,981.95,970.01,0.71,48.91,17.05,70.53,Bullish,2020,9
2020-09-16,1051.96,1074.34,1047.68,1054.02,33952295.0,RELIANCE,1026.58,988.88,973.01,0.25,40.95,26.66,75.4,Bullish,2020,9
2020-09-17,1051.96,1058.17,1039.2,1042.33,25828669.0,RELIANCE,1038.99,994.8,975.49,-1.11,26.35,18.97,70.69,Bullish,2020,9
2020-09-18,1049.35,1051.71,1032.26,1045.48,33074915.0,RELIANCE,1048.34,1002.08,977.9,0.3,4.43,19.45,77.25,Bullish,2020,9
2020-09-21,1042.89,1059.22,1019.02,1022.87,33627381.0,RELIANCE,1044.58,1007.55,979.96,-2.16,10.54,40.2,68.48,Bullish,2020,9
2020-09-22,1032.46,1032.46,998.25,1002.6,34792254.0,RELIANCE,1037.54,1010.23,981.13,-1.98,18.39,34.21,59.02,Bullish,2020,9
2020-09-23,1024.75,1032.35,999.95,1011.51,42988708.0,RELIANCE,1032.89,1014.08,982.69,0.89,20.47,32.4,62.8,Bullish,2020,9
2020-09-24,1001.13,1009.34,986.69,989.02,29826318.0,RELIANCE,1023.98,1017.44,983.58,-2.22,24.28,22.65,60.87,Bullish,2020,9
2020-09-25,992.56,1003.35,982.72,998.32,28374935.0,RELIANCE,1016.02,1021.3,984.91,0.94,21.79,20.63,62.06,Bullish,2020,9
2020-09-28,1009.79,1014.78,1000.75,1004.92,19666849.0,RELIANCE,1010.67,1024.83,986.8,0.66,18.62,14.03,61.29,Bullish,2020,9
2020-09-29,1008.88,1026.57,1004.92,1017.98,25842539.0,RELIANCE,1006.75,1027.55,988.71,1.3,11.65,21.65,59.14,Bullish,2020,9
2020-09-30,1024.75,1027.93,1008.88,1013.12,24465159.0,RELIANCE,1005.35,1024.97,990.26,-0.48,9.85,19.05,37.4,Bullish,2020,9
2020-10-01,1026.48,1026.48,1003.9,1009.0,20783227.0,RELIANCE,1006.27,1021.9,992.2,-0.41,9.85,22.58,35.21,Bullish,2020,10
2020-10-05,1017.5,1019.83,1000.27,1003.08,18922799.0,RELIANCE,1005.06,1018.98,994.17,-0.59,9.61,19.56,35.67,Bullish,2020,10
2020-10-06,1009.0,1012.92,998.3,1002.24,18412175.0,RELIANCE,1006.95,1015.46,995.9,-0.08,6.83,14.62,31.96,Bullish,2020,10
2020-10-07,1013.42,1046.97,1006.62,1023.62,53170865.0,RELIANCE,1010.57,1013.29,998.55,2.13,8.08,40.35,40.21,Bullish,2020,10
2020-10-08,1024.3,1028.38,1007.57,1015.35,21077808.0,RELIANCE,1012.06,1011.37,1000.09,-0.81,7.82,20.81,41.11,Bullish,2020,10
2020-10-09,1013.42,1021.58,1005.3,1012.72,18545499.0,RELIANCE,1011.3,1009.03,1001.95,-0.26,7.4,16.28,39.17,Bullish,2020,10
2020-10-12,1013.42,1022.83,1009.45,1014.35,14226473.0,RELIANCE,1011.48,1008.42,1003.78,0.16,7.46,13.38,46.73,Bullish,2020,10
2020-10-13,1011.42,1036.43,1009.27,1034.14,23112012.0,RELIANCE,1015.07,1010.67,1006.8,1.95,11.19,27.16,62.15,Bullish,2020,10
2020-10-14,1033.32,1044.71,1028.61,1037.22,26742011.0,RELIANCE,1019.95,1012.51,1009.83,0.3,12.46,16.1,60.37,Bullish,2020,10
2020-10-15,1038.36,1038.36,995.28,1000.5,20036197.0,RELIANCE,1019.7,1013.33,1011.01,-3.54,12.88,43.08,54.15,Bullish,2020,10
2020-10-16,1004.35,1012.29,985.15,986.58,21583600.0,RELIANCE,1014.41,1012.49,1011.97,-1.39,17.71,27.14,45.89,Bullish,2020,10
2020-10-19,993.04,1010.56,977.21,986.76,31200385.0,RELIANCE,1010.32,1011.19,1013.47,0.02,20.53,33.35,43.34,Bearish,2020,10
2020-10-20,988.03,994.37,975.9,977.55,18482288.0,RELIANCE,1005.3,1008.3,1014.58,-0.93,23.87,18.47,34.75,Bearish,2020,10
2020-10-21,983.04,993.92,951.19,963.36,34082321.0,RELIANCE,998.02,1004.75,1014.84,-1.45,28.06,42.73,32.46,Bearish,2020,10
2020-10-22,964.63,966.94,948.12,955.36,30802210.0,RELIANCE,986.76,1000.92,1014.02,-0.83,26.94,18.82,31.6,Bearish,2020,10
2020-10-23,954.93,968.08,950.57,958.12,23422125.0,RELIANCE,975.46,997.71,1010.98,0.29,17.0,17.51,34.24,Bearish,2020,10
2020-10-26,953.09,953.09,915.25,920.06,37324416.0,RELIANCE,963.97,991.84,1006.59,-3.97,23.28,37.84,27.15,Bearish,2020,10
2020-10-27,922.69,934.0,909.13,922.51,36478896.0,RELIANCE,954.82,984.61,1002.54,0.27,25.41,24.87,18.58,Bearish,2020,10
2020-10-28,925.82,933.03,910.22,912.05,29924017.0,RELIANCE,944.14,977.23,997.89,-1.13,25.44,22.81,18.33,Bearish,2020,10
2020-10-29,905.5,925.91,902.78,919.06,30655304.0,RELIANCE,935.79,970.54,993.39,0.77,22.02,23.13,22.03,Bearish,2020,10
2020-10-30,922.05,936.38,916.75,931.57,34021563.0,RELIANCE,931.25,964.63,989.7,1.36,18.36,19.63,26.79,Bearish,2020,10
2020-11-02,919.11,919.11,843.0,851.29,99366895.0,RELIANCE,916.38,951.57,983.23,-8.62,32.37,76.11,11.72,Bearish,2020,11
2020-11-03,856.99,865.6,832.09,839.03,88691623.0,RELIANCE,899.37,937.41,977.1,-1.44,37.64,33.51,10.04,Bearish,2020,11
2020-11-04,832.95,874.67,832.95,867.5,80180117.0,RELIANCE,891.86,927.91,972.6,3.39,38.07,41.72,22.26,Bearish,2020,11
2020-11-05,886.44,889.16,876.03,886.46,37205373.0,RELIANCE,886.71,920.76,968.43,2.19,35.59,13.13,29.55,Bearish,2020,11
2020-11-06,902.33,925.0,896.96,920.08,66674086.0,RELIANCE,887.86,916.0,966.13,3.79,36.65,28.04,38.02,Bearish,2020,11
2020-11-09,935.02,938.15,923.19,929.85,35838510.0,RELIANCE,889.4,912.59,963.85,1.06,38.37,14.96,41.45,Bearish,2020,11
2020-11-10,941.78,947.67,925.54,945.2,36934242.0,RELIANCE,891.34,911.3,961.86,1.65,41.11,22.13,46.76,Bearish,2020,11
2020-11-11,947.22,949.94,896.93,905.59,56724780.0,RELIANCE,899.1,907.74,958.11,-4.19,37.24,53.01,42.01,Bearish,2020,11
2020-11-12,898.25,910.69,890.99,897.79,40046527.0,RELIANCE,907.5,903.43,954.27,-0.86,26.52,19.7,40.47,Bearish,2020,11
2020-11-13,898.7,923.48,898.59,905.23,45388670.0,RELIANCE,912.89,902.37,950.81,0.83,20.09,24.89,47.41,Bearish,2020,11
2020-11-14,913.62,913.8,904.75,907.91,5226220.0,RELIANCE,915.95,901.33,947.64,0.3,16.75,9.05,47.45,Bearish,2020,11
2020-11-17,945.4,945.4,900.06,903.8,46542562.0,RELIANCE,913.62,900.74,944.35,-0.45,17.2,45.34,48.53,Bearish,2020,11
2020-11-18,903.8,909.81,888.77,901.06,30402290.0,RELIANCE,909.51,899.45,940.27,-0.3,16.08,21.04,46.73,Bearish,2020,11
2020-11-19,901.06,911.6,892.44,894.69,27796343.0,RELIANCE,902.3,896.82,936.25,-0.71,4.71,19.16,43.16,Bearish,2020,11
2020-11-20,895.53,899.52,859.25,861.29,57471248.0,RELIANCE,895.97,897.53,931.2,-3.73,15.93,40.27,52.25,Bearish,2020,11
2020-11-23,884.64,893.26,873.42,884.51,45327567.0,RELIANCE,894.07,900.78,926.87,2.7,16.46,19.84,59.74,Bearish,2020,11
2020-11-24,890.54,895.07,876.03,890.56,30936268.0,RELIANCE,891.97,902.43,922.08,0.68,15.72,19.04,55.46,Bearish,2020,11
2020-11-25,897.79,903.67,880.65,883.19,32637879.0,RELIANCE,888.44,902.2,916.95,-0.83,14.25,23.02,49.18,Bearish,2020,11
2020-11-26,885.57,890.99,875.15,885.37,25838637.0,RELIANCE,885.81,899.72,913.11,0.25,12.54,15.84,39.67,Bearish,2020,11
2020-11-27,879.88,886.96,871.22,875.03,47336811.0,RELIANCE,882.09,895.8,909.39,-1.17,11.04,15.74,33.75,Bearish,2020,11
2020-12-01,879.82,891.56,875.14,886.41,19750687.0,RELIANCE,880.91,891.6,906.05,1.3,9.84,16.42,32.15,Bearish,2020,12
2020-12-02,888.05,889.63,877.39,887.89,22188887.0,RELIANCE,884.71,890.34,903.06,0.17,4.89,12.24,43.01,Bearish,2020,12
2020-12-03,894.17,898.29,888.11,890.56,27785372.0,RELIANCE,885.57,889.82,900.63,0.3,5.36,10.18,47.02,Bearish,2020,12
2020-12-04,892.81,892.81,879.66,882.72,18464552.0,RELIANCE,884.45,888.21,898.21,-0.88,4.95,13.15,40.76,Bearish,2020,12
2020-12-07,879.93,890.99,879.93,887.91,18242188.0,RELIANCE,885.13,886.78,895.87,0.59,5.07,11.06,41.96,Bearish,2020,12
2020-12-08,889.25,913.32,884.19,904.03,43403061.0,RELIANCE,887.79,886.8,895.34,1.82,8.77,29.13,50.08,Bearish,2020,12
2020-12-09,911.37,922.19,906.52,919.08,29175254.0,RELIANCE,894.09,888.09,895.22,1.66,12.91,15.67,56.06,Bearish,2020,12
2020-12-10,916.66,919.79,907.32,910.04,16065507.0,RELIANCE,897.46,889.19,895.16,-0.98,13.64,12.47,55.07,Bullish,2020,12
2020-12-11,912.76,924.09,895.19,909.49,26944202.0,RELIANCE,900.55,892.63,894.84,-0.06,13.56,28.9,70.34,Bullish,2020,12
2020-12-14,910.47,913.66,900.67,902.92,17312747.0,RELIANCE,902.31,893.94,893.88,-0.72,12.83,12.99,59.04,Bullish,2020,12
2020-12-15,902.19,902.19,889.22,895.23,18551265.0,RELIANCE,904.1,894.28,895.35,-0.85,10.25,12.97,52.26,Bullish,2020,12
2020-12-16,901.42,904.57,891.31,896.23,18561011.0,RELIANCE,905.29,895.21,897.25,0.11,8.38,13.26,56.71,Bullish,2020,12
2020-12-17,899.83,909.13,896.5,900.33,20252358.0,RELIANCE,904.76,896.28,898.35,0.46,8.58,12.63,57.55,Bullish,2020,12
2020-12-18,897.84,909.08,890.99,903.03,18466344.0,RELIANCE,902.47,898.28,898.9,0.3,5.82,18.09,65.32,Bullish,2020,12
2020-12-21,911.4,916.84,841.23,879.52,44135540.0,RELIANCE,898.11,897.78,897.55,-2.6,9.48,75.61,46.67,Bullish,2020,12
2020-12-22,883.74,888.23,856.28,878.16,28140001.0,RELIANCE,893.63,897.09,895.83,-0.15,10.55,31.95,45.29,Bearish,2020,12
2020-12-23,875.12,884.85,870.88,881.4,19501410.0,RELIANCE,890.56,896.44,893.7,0.37,10.52,13.97,45.59,Bearish,2020,12
2020-12-24,882.83,906.32,882.33,904.21,20776988.0,RELIANCE,891.84,897.97,893.65,2.59,11.67,23.99,59.03,Bearish,2020,12
2020-12-28,909.9,915.02,904.73,908.36,17221499.0,RELIANCE,893.57,899.43,894.01,0.46,13.23,10.29,58.67,Bearish,2020,12
2020-12-29,910.94,912.44,898.95,902.35,18611939.0,RELIANCE,893.86,899.31,893.91,-0.66,13.42,13.49,49.22,Bearish,2020,12
2020-12-30,904.71,910.13,895.78,904.82,22043630.0,RELIANCE,894.12,898.29,893.81,0.27,13.64,14.35,42.51,Bullish,2020,12
2020-12-31,903.92,912.26,897.16,900.2,18781189.0,RELIANCE,897.07,897.59,893.69,-0.51,12.11,15.1,44.58,Bullish,2020,12
2021-01-01,901.42,905.5,898.7,901.19,10015175.0,RELIANCE,900.36,897.0,893.69,0.11,8.78,6.8,45.45,Bullish,2021,1
2021-01-04,904.64,906.36,892.35,902.71,24513534.0,RELIANCE,903.41,896.98,893.96,0.17,2.71,14.01,49.88,Bullish,2021,1
2021-01-05,892.81,899.43,886.91,891.49,24123091.0,RELIANCE,901.59,896.71,894.96,-1.24,5.2,12.52,47.91,Bullish,2021,1
2021-01-06,891.4,891.45,863.85,867.98,46401468.0,RELIANCE,895.82,894.7,894.41,-2.64,12.99,27.6,37.41,Bullish,2021,1
2021-01-07,870.81,881.92,863.85,866.58,32325918.0,RELIANCE,890.71,892.29,893.61,-0.16,16.55,18.07,34.59,Bearish,2021,1
2021-01-08,869.68,878.93,867.01,876.8,27540187.0,RELIANCE,886.71,890.41,893.4,1.18,15.94,11.92,38.79,Bearish,2021,1
2021-01-11,879.11,879.11,858.12,860.27,33307825.0,RELIANCE,881.0,889.04,892.56,-1.89,17.39,20.99,41.25,Bearish,2021,1
2021-01-12,862.88,888.73,861.47,887.39,41161546.0,RELIANCE,879.03,889.7,892.98,3.15,15.38,27.26,53.4,Bearish,2021,1
2021-01-13,890.33,895.5,869.89,879.11,26619458.0,RELIANCE,875.66,889.53,892.73,-0.93,11.4,25.61,49.19,Bearish,2021,1
2021-01-14,881.92,891.85,879.23,889.0,21553242.0,RELIANCE,875.3,888.45,892.77,1.13,10.85,12.62,44.05,Bearish,2021,1
2021-01-15,889.0,894.98,870.61,878.5,20593268.0,RELIANCE,876.81,886.31,892.37,-1.18,10.38,24.37,38.88,Bearish,2021,1
2021-01-18,883.78,905.5,872.11,899.58,35100458.0,RELIANCE,881.52,886.12,892.93,2.4,12.28,33.39,49.07,Bearish,2021,1
2021-01-19,904.44,920.92,904.44,914.3,32006615.0,RELIANCE,886.88,886.79,893.81,1.64,17.11,16.48,52.93,Bearish,2021,1
2021-01-20,916.57,933.16,907.5,931.67,30924537.0,RELIANCE,897.08,889.04,894.73,1.9,19.69,25.66,59.02,Bullish,2021,1
2021-01-21,944.04,961.27,940.87,951.93,39087742.0,RELIANCE,906.3,892.67,895.83,2.17,27.83,20.4,63.1,Bullish,2021,1
2021-01-22,957.19,959.17,922.8,929.35,30532660.0,RELIANCE,913.48,894.57,896.47,-2.37,26.07,36.37,56.2,Bullish,2021,1
2021-01-25,922.71,922.71,876.03,880.11,54207104.0,RELIANCE,912.21,893.76,895.49,-5.3,27.63,46.68,47.75,Bullish,2021,1
2021-01-27,872.86,872.86,856.08,859.25,42370131.0,RELIANCE,909.46,893.13,894.04,-2.37,32.14,16.78,48.25,Bullish,2021,1
2021-01-28,852.52,872.08,847.92,850.89,34067814.0,RELIANCE,902.5,892.01,892.56,-0.97,39.14,24.16,46.95,Bullish,2021,1
2021-01-29,858.93,867.46,829.78,835.2,43712383.0,RELIANCE,891.2,889.04,890.52,-1.84,45.98,37.68,42.08,Bullish,2021,1
2021-02-01,843.11,863.79,837.94,859.39,34180952.0,RELIANCE,880.87,888.98,889.16,2.9,43.42,25.85,49.84,Bearish,2021,2
2021-02-02,867.98,879.66,841.09,873.22,41470034.0,RELIANCE,869.63,887.96,888.16,1.61,30.11,38.57,47.24,Bearish,2021,2
2021-02-03,874.35,885.1,861.52,875.42,30301696.0,RELIANCE,861.93,887.7,888.03,0.25,15.76,23.58,49.26,Bearish,2021,2
2021-02-04,872.4,879.66,863.79,872.54,25626981.0,RELIANCE,860.84,886.52,887.84,-0.33,14.51,15.87,46.62,Bearish,2021,2
2021-02-05,875.15,881.77,870.59,872.29,20248046.0,RELIANCE,862.71,886.08,887.54,-0.03,15.1,11.18,48.67,Bearish,2021,2
2021-02-08,876.51,892.81,874.69,884.85,21183400.0,RELIANCE,867.56,885.03,886.89,1.44,16.09,18.12,46.73,Bearish,2021,2
2021-02-09,889.61,902.15,885.23,886.98,19604141.0,RELIANCE,874.96,883.08,886.18,0.24,9.14,16.92,43.57,Bearish,2021,2
2021-02-10,885.89,899.95,873.9,895.21,21234156.0,RELIANCE,880.07,880.47,885.94,0.93,9.0,26.05,41.03,Bearish,2021,2
2021-02-11,897.79,935.97,894.28,932.12,42539278.0,RELIANCE,888.49,879.06,886.85,4.12,21.02,41.69,45.5,Bullish,2021,2
2021-02-12,932.03,942.23,913.85,925.73,30497029.0,RELIANCE,895.67,878.8,887.7,-0.69,24.18,28.38,49.11,Bullish,2021,2
2021-02-15,928.65,934.66,918.2,921.64,15791099.0,RELIANCE,902.69,881.77,888.38,-0.44,23.46,16.46,63.09,Bullish,2021,2
2021-02-16,924.89,942.86,922.73,933.84,21421660.0,RELIANCE,911.48,887.09,889.42,1.32,21.63,20.13,74.88,Bullish,2021,2
2021-02-17,934.07,950.37,929.81,944.61,23742994.0,RELIANCE,920.02,893.79,891.19,1.15,21.15,20.56,80.76,Bullish,2021,2
2021-02-18,945.4,956.01,933.66,937.56,18646877.0,RELIANCE,927.24,901.1,893.51,-0.75,16.0,22.35,85.62,Bullish,2021,2
2021-02-19,932.71,954.45,931.03,943.27,23403483.0,RELIANCE,934.11,907.09,896.07,0.61,8.52,23.42,83.5,Bullish,2021,2
2021-02-22,943.14,947.63,904.57,910.54,23804335.0,RELIANCE,931.03,909.76,897.19,-3.47,12.39,43.06,62.95,Bullish,2021,2
2021-02-23,928.63,930.85,913.03,917.5,25644108.0,RELIANCE,929.85,912.76,899.1,0.76,13.33,17.82,64.13,Bullish,2021,2
2021-02-24,920.47,936.45,918.72,934.52,10807663.0,RELIANCE,931.69,917.19,900.67,1.86,12.89,17.73,69.01,Bullish,2021,2
2021-02-25,941.32,975.78,939.96,972.32,34855693.0,RELIANCE,937.19,924.33,903.78,4.04,20.13,35.82,74.94,Bullish,2021,2
2021-02-26,959.91,967.58,938.92,945.77,37481215.0,RELIANCE,937.35,928.69,905.67,-2.73,20.21,28.66,64.2,Bullish,2021,2
2021-03-01,956.83,957.65,935.2,952.98,17680764.0,RELIANCE,939.56,933.4,908.15,0.76,21.05,22.45,65.03,Bullish,2021,3
2021-03-02,962.18,965.81,947.26,954.93,17150760.0,RELIANCE,941.22,937.67,910.0,0.2,21.84,18.55,64.0,Bullish,2021,3
2021-03-03,961.75,1006.57,955.47,998.5,31924461.0,RELIANCE,953.79,942.41,912.8,4.56,26.13,51.1,65.09,Bullish,2021,3
2021-03-04,988.48,992.99,978.37,986.6,21435754.0,RELIANCE,963.66,946.76,914.64,-1.19,23.0,14.62,63.5,Bullish,2021,3
2021-03-05,977.6,1002.97,976.26,987.89,25511666.0,RELIANCE,971.28,951.49,915.83,0.13,20.44,26.71,64.87,Bullish,2021,3
2021-03-08,983.27,1012.01,983.04,993.51,19506841.0,RELIANCE,974.31,955.75,917.97,0.57,22.11,28.97,63.8,Bullish,2021,3
2021-03-09,997.55,1003.81,973.34,993.49,15154484.0,RELIANCE,981.13,959.24,921.75,0.0,18.98,30.47,61.9,Bullish,2021,3
2021-03-10,1000.72,1004.4,984.06,989.36,11519358.0,RELIANCE,986.33,962.94,926.09,-0.42,14.43,20.34,62.79,Bullish,2021,3
2021-03-12,995.28,1000.45,963.04,969.25,16864952.0,RELIANCE,988.37,964.8,930.03,-2.03,9.36,37.41,55.99,Bullish,2021,3
2021-03-15,970.37,974.38,943.36,956.24,16698099.0,RELIANCE,982.33,968.06,934.07,-1.34,14.14,31.02,61.59,Bullish,2021,3
2021-03-16,958.55,963.99,950.17,952.48,13873801.0,RELIANCE,977.46,970.56,937.17,-0.39,17.83,13.82,59.02,Bullish,2021,3
2021-03-17,951.32,953.57,922.78,931.96,19210236.0,RELIANCE,969.47,970.38,939.13,-2.15,23.88,30.79,49.35,Bullish,2021,3
2021-03-18,939.92,945.31,907.32,910.99,20647480.0,RELIANCE,957.68,966.0,940.32,-2.25,29.69,37.99,33.02,Bullish,2021,3
2021-03-19,902.78,950.32,899.06,944.04,41787429.0,RELIANCE,950.62,965.87,942.7,3.63,25.31,51.26,49.54,Bullish,2021,3
2021-03-22,939.06,940.42,921.92,935.16,18572478.0,RELIANCE,942.87,964.6,944.79,-0.94,18.99,18.5,45.28,Bearish,2021,3
2021-03-23,934.95,956.6,932.25,946.54,17421165.0,RELIANCE,939.63,964.0,946.85,1.22,15.31,24.35,47.88,Bearish,2021,3
2021-03-24,943.02,943.02,925.18,928.31,16822814.0,RELIANCE,935.64,958.99,948.23,-1.93,13.83,17.84,29.7,Bearish,2021,3
2021-03-25,931.35,931.35,900.06,902.99,22001648.0,RELIANCE,928.57,953.02,948.49,-2.73,16.23,31.29,27.56,Bearish,2021,3
2021-03-26,912.3,913.07,894.94,904.44,20180202.0,RELIANCE,924.64,947.05,947.57,0.16,18.45,18.13,27.62,Bearish,2021,3
2021-03-30,910.49,929.04,903.03,920.15,20441701.0,RELIANCE,925.95,941.81,947.38,1.74,17.63,26.01,31.34,Bearish,2021,3
2021-03-31,915.02,929.49,906.41,908.27,16250796.0,RELIANCE,920.84,935.73,946.93,-1.29,16.67,23.08,29.55,Bearish,2021,3
2021-04-01,915.02,920.47,908.29,916.77,11723312.0,RELIANCE,918.21,930.54,946.36,0.94,15.44,12.18,32.94,Bearish,2021,4
2021-04-05,918.18,918.2,889.68,903.51,14875099.0,RELIANCE,912.06,925.85,944.99,-1.45,9.83,28.52,34.04,Bearish,2021,4
2021-04-06,908.68,909.11,892.81,899.74,14009194.0,RELIANCE,907.98,921.81,943.73,-0.42,7.65,16.3,35.64,Bearish,2021,4
2021-04-07,906.86,928.13,903.82,908.15,24266353.0,RELIANCE,908.72,918.64,942.56,0.93,7.33,24.31,38.99,Bearish,2021,4
2021-04-08,911.85,916.84,903.69,909.29,15369188.0,RELIANCE,909.41,917.02,942.52,0.13,7.08,13.15,43.77,Bearish,2021,4
2021-04-09,906.16,909.74,897.79,898.72,14037885.0,RELIANCE,906.35,916.15,941.9,-1.16,6.25,11.95,46.42,Bearish,2021,4
2021-04-12,888.27,889.36,861.63,866.58,20901482.0,RELIANCE,900.39,910.62,939.63,-3.58,16.14,27.73,27.3,Bearish,2021,4
2021-04-13,872.4,879.93,869.61,875.94,19411189.0,RELIANCE,894.56,906.39,936.42,1.08,16.61,10.32,32.7,Bearish,2021,4
